,name,fork project,commits,branches,default branch,releases,contributors,license,watchers,stargazers,forks,size,created,pushed,updated,homepage,main language,total issues,open issues,total pull requests,open pull requests,last commit,last commit SHA,has wiki,is archived,languages,labels
1288,nccgroup/scoutsuite,False,5496,33,master,28,50,GNU General Public License v2.0,93,2849,420,10491,2018-10-30 11:46:54.0,2021-03-27 19:22:13.0,2021-03-28 02:24:00.0,,Python,644,179,538,7,2021-02-17 08:31:00.0,db827e3d8e36e3bc7adcb8c62f2453960353c2ef,True,False,"Python,HTML,JavaScript,CSS,Shell,Dockerfile","API unsupported,UX,WIP,blocked,bug,bugfix,cleanup,component-UI,component-core,component-findings,component-provider-alibaba,component-provider-aws,component-provider-azure,component-provider-gcp,component-provider-oci,component-provider-openstack,component-provider-salesforce,duplicate,enhancement,good first issue,hotfix,invalid,polymtl,potential,proprietary,providers-refactoring,question,refactoring,release,wontfix"
1048,lavaio/lava,False,20263,11,master,12,6,MIT License,10,24,11,44178,2019-06-03 02:20:58.0,2020-10-10 07:43:23.0,2020-11-07 01:16:50.0,https://www.lavatech.org/,C++,16,5,53,3,2020-08-26 05:54:59.0,a093be68e5b75e340ed257b5ce5cef97f7fb5207,True,False,,
1712,restcomm/sip-servlets,False,5408,42,master,258,18,GNU Affero General Public License v3.0,69,202,167,69505,2012-08-17 14:07:17.0,2020-10-13 06:39:35.0,2020-12-08 07:56:13.0,http://www.restcomm.com/,Java,323,155,73,30,2018-10-31 13:16:11.0,fd7011d2803ab1d205b140768a760c8c69e0c997,True,False,,
387,corretto/corretto-11,False,54396,18,develop,17,117,Other,39,483,75,358600,2019-02-11 20:13:52.0,2021-03-27 07:04:01.0,2021-03-27 14:57:42.0,,Java,85,16,97,2,2021-03-17 07:03:44.0,c32c314411e081dcd1c5d6cdcd627e17de8d780f,False,False,"Java,C++,C,JavaScript,Roff,HTML,Objective-C,XSLT,Shell,M4,Python,Hack,Assembly,Makefile,DTrace,Awk,CSS,GDB,Perl,Batchfile,sed,Dockerfile,Red,SourcePawn","OpenJDK,bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,linux,macos,pending release,question,windows,wontfix"
1018,kiwix/kiwix-android,False,5894,12,develop,23,96,GNU General Public License v3.0,29,391,360,325050,2017-01-18 19:48:46.0,2021-03-26 18:20:16.0,2021-03-26 06:13:22.0,https://android.kiwix.org,Kotlin,1403,133,1207,6,2021-03-26 06:13:18.0,73b2c25f7a9305a60db7f2b158f53640b28b03e5,True,False,"Kotlin,Java,Python,HTML,Shell,JavaScript","Android Vitals,GCI,Hotspot,OPDS,UI,Zim API,blocked,bug,build tools,challenge,code cleanup,custom apps,documentation,duplicate,enhancement,good first issue,hacktoberfest,help wanted,i18n,invalid,kiwix-lib,needs discussion,question,release,search,stale,testing,wontfix"
437,dbeaver/dbeaver,False,19085,50,devel,124,157,Apache License 2.0,474,19730,1830,277355,2015-10-21 08:26:28.0,2021-03-29 19:50:04.0,2021-03-30 00:22:18.0,https://dbeaver.io,Java,10046,1363,1510,8,2021-03-29 16:46:34.0,04f3251c982280176abdcb5af94bd60a4c3254ab,True,False,"Java,JavaScript,C++,CSS,XSLT,HTML,Batchfile,Shell","AS,blocked,bug,can't reproduce,dependencies,development,duplicate,ee,enhancement,environment,feature request,good first issue,help wanted,inreview,new driver,other,planned,question,sp:1,sp:2,sp:3,sp:5,sp:8,third party issue,wait for response,wait for review,wiki,won't fix,x:athena,x:aws,x:bigquery,x:bigtable,x:cassandra,x:clickhouse,x:cockroachdb,x:couchdb,x:db2,x:derby,x:dynamodb,x:exasol,x:firebird,x:gcp,x:generic,x:greenplum,x:h2,x:hana,x:hive,x:impala,x:informix,x:maria,x:mongo,x:mssql,x:mysql,x:netezza,x:odbc,x:oracle,x:postgresql,x:presto,x:redis,x:redshift,x:snowflake,x:sqlite,x:sybase,x:teradata,x:trino,x:vertica,xf:dark theme,xf:data,xf:data compare,xf:datatransfer,xf:debug,xf:erd,xf:gis,xf:i18n,xf:installer,xf:mock data,xf:navigator,xf:schema compare,xf:snap,xf:sql,xo:eclipse,xo:linux,xo:macos,xo:windows,xp:major,xp:minor"
564,ember-cli/ember-cli,False,10699,23,master,223,361,MIT License,179,3325,1147,22062,2013-11-03 17:34:43.0,2021-03-30 04:07:58.0,2021-03-29 19:09:17.0,http://ember-cli.com/,JavaScript,4006,206,5490,40,2021-03-29 19:09:13.0,6023cab4b3a7cd4ff3b4c7ed1d7a3fa552ab188a,True,False,"JavaScript,HTML,PowerShell,Handlebars,Dockerfile","breaking,bug,dependencies,documentation,duplicate,enhancement,github_actions,good first issue,internal,invalid,meta,needs reproduction,needs tests,question,security,wontfix"
1035,ksp-ro/realismoverhaul,False,8421,4,master,89,143,,74,250,226,53515,2014-01-05 23:02:02.0,2021-03-29 01:00:34.0,2021-03-28 21:34:09.0,,C#,411,38,2014,11,2021-03-28 21:34:05.0,3232bd56f4d068cbdee3d248bfa38aa4043ed223,True,False,"C#,Python,Perl,Makefile,HTML","Completed 1 Review Pass,Conflicts - Untested,Discussion Needed,Good to merge but conflicts,Help Wanted - C# Coding,Help Wanted - General,Help Wanted - MM Configs,Help Wanted - Test A Mod,Hold For Release,In Progress,KSP 1.2,Ready To Close?,Ready to Merge?,User Question/Support Request,bug,duplicate,enhancement,invalid,question"
144,astropy/halotools,False,5220,1,master,8,33,,14,61,52,12360,2015-01-09 21:43:58.0,2020-12-14 20:27:01.0,2020-12-14 20:27:03.0,http://halotools.rtfd.org,Python,399,49,608,2,2020-12-14 20:27:00.0,e07cd016b31480d279d5225c70570ca2c63746b0,True,False,,
1328,nightscoutfoundation/xdrip,False,5367,31,master,512,55,GNU General Public License v3.0,141,740,762,30385,2016-09-23 13:33:17.0,2021-03-28 10:36:19.0,2021-03-28 13:30:26.0,https://jamorham.github.io/#xdrip-plus,Java,1285,241,400,58,2021-03-28 09:52:57.0,575a0a910de12e00bbb9dd371527b8a2af2656c2,True,False,"Java,Python,Shell","algorithmics,android-auto,android10+,android11+,bluetooth,breaking,bug,calibration,carbs,code,collector,database,device-bluejay,device-bubble,device-dexcom,device-dexcom-reset,device-dexcom-transmitter,device-eversense,device-glucometer,device-guardian,device-inpen,device-libre,device-miaomiao,device-miband,device-omnipod,device-pendiq,device-pump,device-tandem,device-ticwatch,device-watch,device-wear,duplicate,enhancement,good first issue,help,insulin,insulin-basal,invalid,logging,next-build,question,security,settings,speaking,status-dev_support,status-docs_review,status-postponed,status-waiting,sync,sync-dexcom,sync-local,sync-nightscout,sync-tidepool,testing,translation,type-discussion,type-documentation,ui,ux-alarm,ux-notification,widget,wontfix"
199,betaflight/betaflight-configurator,False,5533,7,master,45,147,GNU General Public License v3.0,120,1127,542,51702,2016-06-08 22:32:34.0,2021-03-29 10:09:14.0,2021-03-29 10:09:18.0,,JavaScript,899,69,1532,9,2021-03-29 10:09:14.0,d118188727cc755d790f29a73ea7c450c9f82f49,False,False,"JavaScript,HTML,CSS,Inno Setup,Ruby,Vue","Already fixed,Android,Blocking,Bugfix,Changes requested,Cleanup,Configuration Issue,Configuration problem,Does not reproduce,Don't merge,Feature Request,Feedback Required,For Discussion,Future Enhancement,Hacktoberfest,Hotfix,Housekeeping,In Development,Inactive,MSP Change Required,Missing Information,Needs coordination with betaflight,Needs entry in release notes,Non Blocking,Pinned,RN: Bugfix,RN: Feature,RN: Font update,RN: Improvement,RN: New Language,RN: New UI Element,RN: Refactoring,Ready to Merge,Rebase Required,Review Needed,Reviewing,Tested,Testing Required,Translation,Translation change - wrong approach,UI styling required,User Error,Work in Progress,applied to branch,bug,build system improvement,dependencies,documentation update,duplicate,enhancement,feature,fixes broken build,hacktoberfest-accepted,hardware issue,help wanted,incomplete,invalid,question,rebase / squash required,security fix,skip next release,tests,usability fail,wontfix"
1865,spotbugs/spotbugs,False,16458,44,master,43,108,GNU Lesser General Public License v2.1,76,2256,363,161380,2016-11-04 22:18:08.0,2021-03-29 03:37:55.0,2021-03-29 03:18:39.0,https://spotbugs.github.io/,Java,677,315,787,17,2021-03-29 00:36:25.0,f1ee08d5c74cf5fa9a53aae0f5f05dea8e8cd52a,True,False,"Java,HTML,XSLT,TeX,Shell,Batchfile,Perl,Makefile,CSS","3rd party bug,GUI,Java-10,Java-11,Java-12,Java-14,Java-15,Java-8,Java-9,WIP,bug,build,dependencies,documentation,duplicate,eclipse_plugin,enhancement,false positive,good first issue,help wanted,invalid,need info,question,regression,sarif,wontfix"
134,arvidn/libtorrent,False,12927,80,RC_2_0,44,93,Other,161,3118,688,100024,2015-06-03 05:22:03.0,2021-03-29 05:48:58.0,2021-03-28 21:37:10.0,http://libtorrent.org,C++,1527,99,4143,9,2021-03-28 21:37:08.0,af7a96c1df47fcc8fbe0d791c223b0ab8a7d2125,True,False,"C++,Python,C,CMake,Makefile,Shell","bug,documentation,duplicate,enhancement,help wanted,in progress,invalid,pinned,question,ready-to-merge,stale,wontfix"
1783,scipp/scipp,False,10272,81,main,10,17,GNU General Public License v3.0,13,28,8,18927,2018-09-06 07:01:10.0,2021-03-29 18:02:05.0,2021-03-29 12:55:51.0,https://scipp.github.io/,C++,660,96,1143,11,2021-03-29 12:55:48.0,805f8e514a02f39f21176347fd771765a34be8e8,True,False,"C++,Python,CMake,CSS,Shell,C,HTML,Batchfile,Dockerfile","CI,LoKI,bug,discussion,docs,enhancement,good first issue,neutron,optimisation,priority:low,python,question,tests,visualization,wontfix"
1357,nunit/nunit,False,5803,15,master,34,165,MIT License,126,2007,646,37082,2013-10-18 23:43:29.0,2021-03-19 03:25:15.0,2021-03-19 03:25:22.0,https://nunit.org/,C#,2398,347,1364,12,2021-03-19 03:25:14.0,af52b9a3b93edb5e54442ed6121b718532202a8f,True,False,"C#,PowerShell,Shell,F#,Visual Basic .NET,Batchfile","Epic,awaiting:contributor,awaiting:discussion,awaiting:review,awaiting:team,blocked,closed:answered,closed:done,closed:duplicate,closed:norepro,closed:notabug,closed:wontfix,confirm,design,good first issue,hacktoberfest,hacktoberfest-accepted,hardfix,help wanted,is:bug,is:build,is:docs,is:enhancement,is:feature,is:idea,is:question,is:refactor,pri:critical,pri:high,pri:low,pri:normal,requires:docs,requires:releasenotes,review"
1319,nfs-ganesha/nfs-ganesha,False,12832,14,next,12,114,,95,905,367,110030,2012-11-02 17:25:24.0,2021-03-19 23:33:00.0,2021-03-19 23:33:02.0,,C,593,51,104,3,2021-03-19 22:55:45.0,21f0535bfd2e55c341e5dfa3497f14f58fa1359d,True,False,"C,CMake,Perl,Python,RPC,Shell,Lex,Yacc,C++,Roff,Emacs Lisp,Awk","Analyzing - bug user or config issue?,Documentation Needed,FreeBSD,Needs-Verification,Patch Submission via Issue,Try-on-supported-version,bug,duplicate,enhancement,invalid,question,should_be_backported,wontfix"
1171,megaglest/megaglest-source,False,5782,10,develop,27,23,,39,261,72,47629,2013-11-25 21:10:13.0,2021-03-27 19:54:15.0,2021-03-27 19:54:18.0,http://megaglest.org/,C++,115,24,90,4,2021-03-27 19:51:28.0,8cdca11c4f8dfeb332743e3f4099845552216ea2,True,False,"C++,C,Roff,Python,Shell,CMake,Objective-C,HTML,Perl,Batchfile,CSS,Makefile,NSIS,Lua,Objective-C++,VBScript,M4,Assembly","3rd party,backwards incompatible,bug,does not compile,duplicate,enhancement,hacktoberfest,invalid,linux,macos,minor bug,not enough info,packaging,question,significant bug,tests / feedback needed,windows,wontfix,x-platform"
675,fioprotocol/fio,False,13163,73,master,17,15,MIT License,24,16,8,92086,2020-03-03 20:02:06.0,2021-02-01 22:04:11.0,2021-02-02 15:06:11.0,https://developers.fioprotocol.io/,C++,57,11,194,6,2020-08-12 16:59:58.0,0b30e123ca18d75d36505b147ad467dc3197b078,False,False,,
748,geonetwork/core-geonetwork,False,14505,37,master,24,82,GNU General Public License v2.0,68,253,398,285885,2012-06-14 09:59:55.0,2021-03-26 23:30:25.0,2021-03-26 07:46:23.0,http://geonetwork-opensource.org/,Java,2590,933,2952,65,2021-03-26 07:46:19.0,c6e2fa3b916923f6a97ca3edc718c90c63580178,True,False,"Java,XSLT,JavaScript,HTML,Less,CSS,Groovy,Gherkin,Shell,PowerShell,Batchfile","CSW,backport-3.10.x,backport-3.12.x,backport-3.4.4,backport-3.4.5,backport-3.6.x,backport-3.8.x,bug,critical,dependencies,enhancement,good first issue,help wanted,new feature,question,schema plugin change,wontfix"
885,ibm/carbon-components-angular,False,7275,6,master,522,53,Apache License 2.0,31,311,191,606697,2018-07-31 19:41:21.0,2021-03-26 21:24:21.0,2021-03-27 05:59:08.0,https://angular.carbondesignsystem.com,TypeScript,838,65,928,3,2021-03-24 05:39:22.0,22dece14882e7989036986cd3de88f83e23347ab,True,False,"TypeScript,JavaScript,HTML,Handlebars,Shell,SCSS","Hacktoberfest,IE11,Nov1,accessibility,bug,build,can't reproduce,community contribution,component: Accordion,component: Breadcrumb,component: Button,component: Checkbox,component: CodeSnippet,component: Combobox,component: ContentSwitcher,component: Date Picker,component: Dialog,component: Dropdown,component: File Uploader,component: Grid,component: Input,component: Loading,component: Modal,component: Notification,component: Number,component: OverflowMenu,component: Pagination,component: Progress Indicator,component: Radio,component: Search,component: Select,component: Table,component: Tabs,component: Tag,component: Tile,component: Toggle,component: Tooltip,component: UI Shell,demo,dependencies,discussion,documentation,duplicate,easy,enhancement,good first issue,hard,help wanted,i18n,icebox,invalid,medium,needs review,new component,ongoing,perf,question,refactor,released,released on @carbon-v3,released on @latest,released on @next,semantic-release,storybook,style,v3,wontfix,work in progress,ðŸš¨ critical ðŸš¨"
1270,mvvmcross/mvvmcross,False,9234,40,develop,27,314,Microsoft Public License,266,3461,1264,73555,2011-11-28 22:45:55.0,2021-03-15 09:07:50.0,2021-03-16 03:59:37.0,http://mvvmcross.com,C#,2055,229,2044,28,2021-03-02 10:33:52.0,0158a2191b60c9926e2a8e73e139de8355c71645,False,False,"C#,Pascal,Puppet,PowerShell","dependencies,first-timers-only,p/android,p/android-support,p/ci,p/forms,p/ios,p/mac,p/netcore,p/plugins,p/samples,p/tvos,p/uwp,p/wpf,s/deprecated,s/duplicate,s/in-progress,s/invalid,s/needs-investigation,s/needs-more-info,s/on-hold,s/wont-fix,t/breaking,t/bug,t/deprecated,t/docs,t/enhancement,t/feature,t/maintenance,t/question,t/security,up-for-grabs"
1827,simpeg/simpeg,False,6515,33,master,55,29,MIT License,48,284,163,81735,2013-11-26 19:46:36.0,2021-03-30 01:57:54.0,2021-03-29 21:24:31.0,http://simpeg.xyz,Python,440,98,539,14,2021-03-29 21:24:26.0,50e051320bec0fc3d12d92e004805feb34986430,True,False,"Python,Makefile","DC,EM,FLOW,GRAV,Good First Issue,IP,MAG,NSEM,Testing,Visualization,breaks backward compatibility,bug,community,directive,docs,duplicate,enhancement,example,field,framework-bug,from the industry,help wanted,in progress,invalid,joint,mapping,mesh,optimization,properties,question,ready for review,refactor,regularization,simulation,tutorial,utils,website"
936,iotaledger/trinity-wallet,False,12004,101,develop,62,33,Other,45,482,120,171755,2018-05-23 15:08:04.0,2021-03-27 03:59:57.0,2021-03-27 11:05:36.0,https://trinity.iota.org,JavaScript,640,65,2651,52,2021-03-20 18:08:46.0,c6d8e798ad503b8592a4e0c1b2955dc253c0e9da,True,False,"JavaScript,SCSS,Swift,Ruby,Java,Objective-C,Starlark,Shell,C","Bugsnag,C - Desktop,C - Mobile,C - Shared,Duplicate,E - Documentation,E - Functional,E - Performance,E - Refactor,E - Security,E - UI/UX,Good first issue,Greenkeeper,Help wanted,L - Assigned,L - Do not merge,L - Documentation,L - Has PR,L - Invalid,L - Need more information,L - Need reviews,L - Need to reproduce,L - Tests,L - WIP,L - Waiting for Upstream,P - Android,P - Linux,P - Windows,P - iOS,P - macOS,P0 - Super Critical,P1 - Critical,P2 - High,P3 - Medium,P4 - Low,Release,T - Bug,T - Enhancement,T - Feature Request,T - Meta,T - Question,V2,dependencies,java,javascript,ruby,wontfix"
469,digitalgreenorg/dg,False,10426,123,master,9,29,,22,11,8,662111,2011-11-09 16:04:45.0,2020-12-08 06:25:32.0,2020-09-22 11:56:50.0,,Python,218,30,797,27,2020-09-22 11:56:46.0,faee61fe61dba31427bc99446b43993d23546776,True,False,,
173,azure/azure-sdk-for-net,False,14618,176,master,2498,369,MIT License,1202,2276,2572,2107433,2011-12-06 23:32:47.0,2021-03-20 00:05:46.0,2021-03-20 19:20:54.0,,C#,6594,1312,12983,69,2021-03-20 00:02:43.0,da17d96002766d75e30292de3e50035d295ad62c,True,False,"C#,HTML,PowerShell,Shell,JavaScript,Batchfile,Smarty,CSS,Dockerfile",".NET Fluent SDK,0 - Backlog,AAD,ACS,AKS,API Management,APIChange,ARM,ARM - Core,ARM - Managed Applications,ARM - RBAC,ARM - Service Catalog,ARM - Tags,ARM - Templates,ARO,AVS,Advisor,Alerts Management,Analysis Services,App Configuration,App Services,AppAuthentication,ArchApproved,Attestation,Authentication,Authorization,AutoRest Runtime,Automation,Azure Arc enabled servers,Azure Data Explorer,Azure Stack,Azure.Core,Azure.Identity,Azure.Spring - Cosmos,Azure.Template,Batch,BatchAI,Billing,Blueprint,Bot Service,Central-EngSys,Client,Cloud Shell,CodeGen,Cognitive - Anomaly Detector,Cognitive - Bing,Cognitive - Computer Vision,Cognitive - Content Moderator,Cognitive - Custom Vision,Cognitive - Face,Cognitive - Form Recognizer,Cognitive - Immersive Reader,Cognitive - Ink Recognizer,Cognitive - LUIS,Cognitive - Metrics Advisor,Cognitive - Mgmt,Cognitive - Personalizer,Cognitive - QnA Maker,Cognitive - Speech,Cognitive - Text Analytics,Cognitive - Translator,Cognitive - Vision,Cognitive Services,Commerce,Communication,Community Contribution,Compute,Compute - Extensions,Compute - Images,Compute - Managed Disks,Compute - RDFE,Compute - VM,Compute - VMSS,Connected Kubernetes,Consumption,Container Instances,Container Registry,Container Service,Cosmos,Cost Management,Custom Providers,Customer Insights,CycleCloud,Data Bricks,Data Catalog,Data Factory,Data Lake,Data Lake Analytics,Data Lake Storage Gen1,Data Lake Storage Gen2,Data Lake Store,Data Migration,Data Share,DataBox,DataBox Edge,Dev Spaces,DevOps,Devtestlab,Digital Twins,Do Not Merge"
80,ansible/awx,False,29056,9,devel,5,299,Other,368,9428,2384,241814,2017-05-17 15:50:14.0,2021-03-27 03:08:47.0,2021-03-27 17:50:14.0,,Python,5606,1341,4112,53,2021-03-27 03:08:47.0,ba2fd6f801f9f54d810cf95496d20792209be1a5,False,False,"Python,JavaScript,HTML,Makefile,Shell,CSS,PowerShell,Dockerfile,Batchfile","Epic,Kebabs,component:a11y,component:analytics,component:api,component:awx_collection,component:cli,component:docs,component:ee,component:installer,component:l10n,component:ui,component:ux,dependencies,flag:community,flag:duplicate,flag:qe,good first issue,help wanted,mergeit,priority:high,priority:low,priority:medium,qe:blocking,qe:escape,qe:hit,qe:platform,qe:regression,qe:visual,state:blocked,state:has_unmerged_pr,state:in_progress,state:needs_devel,state:needs_docs,state:needs_info,state:needs_review,state:needs_revision,state:needs_test,state:pending_translations,state:waiting_for_pf,sustaining:support,type:bug,type:enhancement,type:feature,type:task"
1209,microsoft/recommenders,False,6345,17,main,7,68,MIT License,244,9408,1643,201467,2018-09-19 10:06:07.0,2021-03-29 14:07:24.0,2021-03-30 06:23:32.0,https://microsoft-recommenders.readthedocs.io/en/latest/,Python,557,119,805,7,2021-02-11 11:15:36.0,1adb30a447eeda335ffae27452179f806e15c9a9,True,False,"Python,Scala,C++,Dockerfile,Jupyter Notebook","aks,algorithm,azureml,bug,build,computational improvement,data,dependencies,do not merge,documentation,duplicate,enhancement,evaluation,good first issue,help wanted,high priority,investigate,low priority,milestone,needs discussion,notebook,operationalization,security,setup,style improvement,test,tuning,typo,utilities"
1701,real-logic/aeron,False,14273,3,master,72,82,Apache License 2.0,362,5443,648,48211,2014-02-07 17:16:58.0,2021-03-29 09:54:08.0,2021-03-29 09:54:11.0,,Java,592,19,568,1,2021-03-29 09:54:04.0,ecfd547ff13b7b3b7e63e170d32d47bee1cb139a,True,False,"Java,C++,C,CMake,Shell,Batchfile","Linux,OSX,Requires Sponsorship,Windows,bug,documentation,duplicate,enhancement,invalid,question,task,wontfix"
771,gmod/jbrowse,False,8125,80,master,27,48,GNU Lesser General Public License v2.1,54,395,195,68371,2009-01-16 11:30:52.0,2021-03-25 18:43:29.0,2021-03-26 15:06:53.0,http://jbrowse.org,JavaScript,1225,152,358,22,2021-03-11 23:10:58.0,faf2258d98a9611a219fd138759fbf15101d0905,True,False,"JavaScript,Perl,SCSS,Python,HTML,Shell,CSS,Makefile,AngelScript,ActionScript","Apollo,To do,big task,bug,complicated,dependencies,documentation,feature req,from-lighthouse,good first issue,greenkeeper,hackathon,has pullreq,help wanted,high priority,in progress,needs review,plugin idea,regression,scalability,small task,tech debt/infrastructure,urgent,user support,waiting for user"
